"","x"
"3876",514216.593749791
"3877",477794.953512914
"3878",285622.599516823
"3879",673073.852854463
"3880",502728.855666418
"3881",276910.853422276
"3882",1495819.32104552
"3883",408606.19039582
"3884",479660.204448818
"3885",274931.519379997
"3886",2065262.58389805
"3887",736952.979679984
"3888",427150.410519665
"3889",206156.959105717
"3890",420166.777167958
"3891",380673.617959325
"3892",763374.340477147
"3893",1011410.0908187
"3894",533900.323151223
"3895",489910.415824081
"3896",345965.175439093
"3897",617219.873600664
"3898",474738.023191304
"3899",492234.95615585
"3900",594998.278635784
"3901",607375.600573887
"3902",468473.92059583
"3903",893967.309961487
"3904",279819.7796919
"3905",764438.415757041
"3906",862013.755017726
"3907",606357.269379125
"3908",558247.995372846
"3909",992264.358681
"3910",356649.656165501
"3911",420463.816062549
"3912",329611.911594642
"3913",625844.872885397
"3914",374883.573652574
"3915",527534.139228974
"3916",695311.260996093
"3917",437287.210609843
"3918",435494.307456263
"3919",792498.821880496
"3920",836826.577772492
"3921",570490.179727335
"3922",942977.319942879
"3923",254068.97213987
"3924",820906.585211132
"3925",472373.149653595
"3926",481800.753233105
"3927",442681.080219113
"3928",803064.539815227
"3929",166166.320382927
"3930",545422.422396251
"3931",886770.036451944
"3932",501527.209985949
"3933",366554.540859303
"3934",819403.632254784
"3935",791632.211030047
"3936",458744.309788461
"3937",278144.483231271
"3938",312323.925903493
"3939",518765.329061408
"3940",1441868.90264343
"3941",1065504.48024313
"3942",1043157.68832952
"3943",403177.770879077
"3944",575091.40252268
"3945",641724.500095585
"3946",485233.427401571
"3947",984094.55285284
"3948",372850.452901998
"3949",633306.797616449
"3950",889221.484009458
"3951",620674.362311126
"3952",496091.078189357
"3953",701001.752427634
"3954",1054479.62664454
"3955",318290.09661168
"3956",703258.638157664
"3957",1497557.59124428
"3958",445467.585496847
"3959",478688.193252381
"3960",587483.522713023
"3961",572194.929876033
"3962",614258.753230362
"3963",644021.866084262
"3964",1320942.17695157
"3965",826049.944899646
"3966",244349.768816763
"3967",590900.371907972
"3968",350209.960379907
"3969",599782.386594686
"3970",437284.083019372
"3971",516012.758132409
"3972",483632.284466542
"3973",575021.348179891
"3974",579292.293909711
"3975",687454.651579048
"3976",226679.561503751
"3977",498580.355342812
"3978",534749.851422509
"3979",906057.032289453
"3980",531363.14616168
"3981",309322.963531157
"3982",1070596.58078982
"3983",723778.67559567
"3984",609843.808776993
"3985",561060.444239645
"3986",795081.69781901
"3987",505447.019609003
"3988",476947.942456352
"3989",285839.677352721
"3990",1013892.03995642
"3991",315562.919245822
"3992",473468.229226406
"3993",793008.823851099
"3994",742889.718517556
"3995",519628.503756285
"3996",375924.517383503
"3997",1293547.99365211
"3998",690794.107775146
"3999",197757.90887318
"4000",718405.078519791
"4001",320730.11389283
"4002",1211242.46764979
"4003",672640.656471453
"4004",532337.807349597
"4005",1074792.34634472
"4006",477023.121645658
"4007",517695.063087679
"4008",292569.990196214
"4009",540303.996524136
"4010",674368.342272302
"4011",496597.023163085
"4012",183557.657564356
"4013",541235.756039992
"4014",779719.586601197
"4015",605466.130731387
"4016",1104881.19943626
"4017",325956.335536175
"4018",1202046.34322494
"4019",282475.673303255
"4020",404534.40580192
"4021",385348.884388557
"4022",246595.815776669
"4023",1832685.14368374
"4024",314618.059653107
"4025",1101267.2746128
"4026",544255.049203335
"4027",670596.992961352
"4028",432708.090772872
"4029",727416.462441228
"4030",958764.046065368
"4031",1490810.03715767
"4032",540186.160655791
"4033",780394.288398798
"4034",759058.269273799
"4035",506672.350628432
"4036",534553.096662906
"4037",692060.358379059
"4038",635014.763295835
"4039",313489.922912581
"4040",1508100.43024557
"4041",414117.82330965
"4042",199182.567553141
"4043",452028.129268832
"4044",471734.844610631
"4045",433752.219710198
"4046",403922.329658454
"4047",437157.708678886
"4048",743362.161772296
"4049",133466.452581769
"4050",309415.438751401
"4051",246609.638371043
"4052",706452.531397912
"4053",435730.743268786
"4054",596188.860098802
"4055",450700.241719262
"4056",272411.839400121
"4057",897891.402844489
"4058",446787.431257036
"4059",1046039.35491618
"4060",177236.59743764
"4061",777706.649279547
"4062",683456.713816452
"4063",545800.061859696
"4064",687063.025479904
"4065",447238.77996144
"4066",503788.36423741
"4067",889820.932810275
"4068",436463.484797901
"4069",547893.504911187
"4070",493935.174950824
"4071",576481.984860006
"4072",468055.412428998
"4073",526946.953838619
"4074",374656.184813106
"4075",356255.90957147
"4076",590785.878930927
"4077",336974.400564261
"4078",189613.527517015
"4079",461455.570595532
"4080",290164.312093593
"4081",322462.080232715
"4082",330126.827734563
"4083",501191.814763056
"4084",471539.559874591
"4085",249492.845526672
"4086",717777.593324947
"4087",486181.719780372
"4088",536634.621176006
"4089",800034.198264598
"4090",279796.306617428
"4091",1478231.26058745
"4092",953041.762148417
"4093",1298225.77301062
"4094",1266847.92296752
"4095",392076.540886734
"4096",329338.226311949
"4097",461365.071884351
"4098",353703.262995052
"4099",414976.720079996
"4100",970169.132237796
"4101",558190.674441872
"4102",260421.571995833
"4103",527367.966568905
"4104",376513.159265248
"4105",827638.829651031
"4106",280551.317632169
"4107",1288290.84342568
"4108",508618.400315027
"4109",318576.955216906
"4110",997894.371270055
"4111",415286.720636923
"4112",554132.600489719
"4113",677617.092102
"4114",659026.614118822
"4115",394049.126992204
"4116",229524.667058806
"4117",526676.159392114
"4118",498311.859242306
"4119",680330.475540776
"4120",431076.577739405
"4121",344060.625844006
"4122",871859.734414428
"4123",344844.419322658
"4124",268859.657744795
"4125",541312.877178964
"4126",440283.577000705
"4127",314267.426471237
"4128",366328.069397645
"4129",517442.887397593
"4130",789221.164113972
"4131",956054.617525489
"4132",555806.950391811
"4133",584962.116534654
"4134",829705.646332726
"4135",724896.187530873
"4136",460721.680205282
"4137",614223.483391233
"4138",1181286.94926408
"4139",1016599.22014924
"4140",1366031.75870024
"4141",159586.484080316
"4142",817390.834065278
"4143",295903.543015423
"4144",449192.586269391
"4145",674692.676034345
"4146",513755.288849041
"4147",313340.088222077
"4148",653100.518941702
"4149",272964.891466793
"4150",423702.620078332
"4151",379021.222985364
"4152",885367.488758088
"4153",483919.497532969
"4154",858742.007983211
"4155",695556.498762334
"4156",679521.852457495
"4157",535575.033653842
"4158",564699.143306937
"4159",482687.092338321
"4160",411551.47101896
"4161",322061.34350468
"4162",319393.78220239
"4163",725961.903304873
"4164",1165483.127792
"4165",398024.545607238
"4166",233794.648389061
"4167",432252.834388973
"4168",612686.184517367
"4169",662285.778253337
"4170",452252.943077398
"4171",451564.812489704
"4172",441374.024732334
"4173",1657436.84198463
"4174",514106.369929937
"4175",601398.463260721
"4176",424895.484486236
"4177",452223.143616877
"4178",425244.098139312
"4179",475826.109445895
"4180",565321.39329049
"4181",826294.861880575
"4182",336253.69131161
"4183",823827.211981892
"4184",391961.278019727
"4185",472609.764788651
"4186",342489.573980518
"4187",1668956.60674151
"4188",1402828.57833064
"4189",423623.049188748
"4190",426824.624161105
"4191",1597666.47957661
"4192",391999.583613071
"4193",336501.600204861
"4194",388921.991607296
"4195",895005.793801989
"4196",748841.05547377
"4197",530931.577896891
"4198",242748.4244246
"4199",1008879.88233603
"4200",457898.03929668
"4201",478185.705587045
"4202",475504.428644407
"4203",431694.567761037
"4204",296593.17358965
"4205",965588.064847975
"4206",573674.888561844
"4207",722242.950486458
"4208",749087.147008674
"4209",623822.88981889
"4210",346265.522891685
"4211",1331216.70698046
"4212",549058.93343255
"4213",1313359.55945223
"4214",803472.157555983
"4215",419858.081563536
"4216",507057.224562867
"4217",410530.541194236
"4218",300924.612208175
"4219",393715.72410858
"4220",1554146.840173
"4221",448767.82555701
"4222",614010.939058626
"4223",503356.879510074
"4224",574983.622053285
"4225",1087399.93364175
"4226",376779.098040587
"4227",528665.139211068
"4228",433935.103551905
"4229",336298.389202746
